-1.256637061435917468e+00,6.283185307179581791e-01
-1.256637061435917468e+00,5.654866776461626721e-01
-1.256637061435917468e+00,5.026548245743671650e-01
-1.256637061435917468e+00,4.398229715025707698e-01
-1.256637061435917468e+00,3.769911184307752627e-01
-1.193805208364121517e+00,3.769911184307752627e-01
-1.130973355292325344e+00,3.769911184307752627e-01
-1.068141502220529393e+00,3.769911184307752627e-01
-1.005309649148733442e+00,3.769911184307752627e-01
-9.424777960769379348e-01,3.769911184307752627e-01
-8.796459430051419837e-01,3.769911184307752627e-01
-8.168140899333460325e-01,3.769911184307752627e-01
-7.539822368615505255e-01,3.769911184307752627e-01
-6.911503837897545743e-01,3.769911184307752627e-01
-6.283185307179586232e-01,3.769911184307752627e-01
-6.283185307179586232e-01,4.398229715025707698e-01
-6.283185307179586232e-01,5.026548245743671650e-01
-6.283185307179586232e-01,5.654866776461626721e-01
-6.283185307179586232e-01,6.283185307179581791e-01
-6.283185307179586232e-01,6.911503837897545743e-01
-6.283185307179586232e-01,7.539822368615500814e-01
-6.283185307179586232e-01,8.168140899333464766e-01
-6.283185307179586232e-01,8.796459430051424278e-01
-6.283185307179586232e-01,9.424777960769379348e-01
-6.283185307179586232e-01,1.005309649148734330e+00
-6.283185307179586232e-01,1.068141502220529837e+00
-6.283185307179586232e-01,1.130973355292326232e+00
-6.283185307179586232e-01,1.193805208364121739e+00
-6.283185307179586232e-01,1.256637061435917246e+00
-6.283185307179586232e-01,1.319468914507713642e+00
-6.283185307179586232e-01,1.382300767579509149e+00
-6.283185307179586232e-01,1.445132620651304656e+00
-6.283185307179586232e-01,1.507964473723101051e+00
-6.283185307179586232e-01,1.570796326794896558e+00
-6.283185307179586232e-01,1.633628179866692065e+00
-6.283185307179586232e-01,1.696460032938488460e+00
-5.654866776461631162e-01,1.696460032938488460e+00
-5.654866776461631162e-01,1.759291886010283967e+00
-5.026548245743667209e-01,1.759291886010283967e+00
-4.398229715025712139e-01,1.759291886010283967e+00
-3.769911184307752627e-01,1.759291886010283967e+00
-3.141592653589793116e-01,1.759291886010283967e+00
-3.141592653589793116e-01,1.696460032938488460e+00
-2.513274122871838046e-01,1.696460032938488460e+00
-1.884955592153874093e-01,1.696460032938488460e+00
-1.884955592153874093e-01,1.633628179866692065e+00
-1.256637061435919023e-01,1.633628179866692065e+00
-1.256637061435919023e-01,1.570796326794896558e+00
-6.283185307179595114e-02,1.570796326794896558e+00
-6.283185307179595114e-02,1.507964473723101051e+00
0.000000000000000000e+00,1.507964473723101051e+00
0.000000000000000000e+00,1.445132620651304656e+00
6.283185307179595114e-02,1.445132620651304656e+00
6.283185307179595114e-02,1.382300767579509149e+00
6.283185307179595114e-02,1.319468914507713642e+00
1.256637061435919023e-01,1.319468914507713642e+00
1.256637061435919023e-01,1.256637061435917246e+00
1.884955592153878534e-01,1.256637061435917246e+00
1.884955592153878534e-01,1.193805208364121739e+00
1.884955592153878534e-01,1.130973355292326232e+00
2.513274122871833605e-01,1.130973355292326232e+00
2.513274122871833605e-01,1.068141502220529837e+00
3.141592653589793116e-01,1.068141502220529837e+00
3.141592653589793116e-01,1.005309649148734330e+00
3.141592653589793116e-01,9.424777960769379348e-01
3.769911184307752627e-01,9.424777960769379348e-01
3.769911184307752627e-01,8.796459430051424278e-01
3.769911184307752627e-01,8.168140899333464766e-01
4.398229715025707698e-01,8.168140899333464766e-01
4.398229715025707698e-01,7.539822368615500814e-01
4.398229715025707698e-01,6.911503837897545743e-01
5.026548245743671650e-01,6.911503837897545743e-01
5.026548245743671650e-01,6.283185307179581791e-01
5.026548245743671650e-01,5.654866776461626721e-01
5.654866776461626721e-01,5.654866776461626721e-01
5.654866776461626721e-01,5.026548245743671650e-01
5.654866776461626721e-01,4.398229715025707698e-01
5.654866776461626721e-01,3.769911184307752627e-01
5.026548245743671650e-01,3.769911184307752627e-01
